product,title,rev_date,post_date,pdf_url
Instruction 8621-A,"Instructions for Form 8621-A, Return by a Shareholder Making Certain Late Elections To End Treatment as a Passive Foreign Investment Company",Dec 2024,01/30/2025,https://www.irs.gov/pub/irs-pdf/i8621a.pdf
Form 8653,Tax Counseling for the Elderly Program Application Plan,Apr 2025,10/23/2025,https://www.irs.gov/pub/irs-pdf/f8653.pdf
Form 8654,Tax Counseling for the Elderly Program Semi-Annual/Annual Program Report,Apr 2016,04/20/2016,https://www.irs.gov/pub/irs-pdf/f8654.pdf
Form 8655,Reporting Agent Authorization,Jan 2024,01/08/2024,https://www.irs.gov/pub/irs-pdf/f8655.pdf
Form 8689,Allocation of Individual Income Tax to the U.S. Virgin Islands,2025,11/03/2025,https://www.irs.gov/pub/irs-pdf/f8689.pdf
Form 8691,Internal Revenue Service Memorandum Refund Pursuant To: Settlement/Government Concession,Jun 2022,07/05/2022,https://www.irs.gov/pub/irs-pdf/f8691.pdf
Form 8697,Interest Computation Under the Look-Back Method for Completed Long-Term Contracts,Dec 2025,01/13/2026,https://www.irs.gov/pub/irs-pdf/f8697.pdf
Instruction 8697,"Instructions for Form 8697, Interest Computation Under the Look-Back Method for Completed Long-Term Contracts",Dec 2025,02/10/2026,https://www.irs.gov/pub/irs-pdf/i8697.pdf
Form 8703,Annual Certification of a Residential Rental Project,Dec 2021,12/01/2021,https://www.irs.gov/pub/irs-pdf/f8703.pdf
Form 8716,Election to Have a Tax Year Other Than a Required Tax Year,Aug 2021,09/03/2021,https://www.irs.gov/pub/irs-pdf/f8716.pdf
Form 8717,User Fee for Employee Plan Determination Letter Request,Jun 2022,06/28/2022,https://www.irs.gov/pub/irs-pdf/f8717.pdf
Form 8717-A,User Fee for Employee Plan Opinion Letter Request,Aug 2024,09/03/2024,https://www.irs.gov/pub/irs-pdf/f8717a.pdf
Form 8718,User Fee for Exempt Organization Determination Letter Request,Nov 2021,11/16/2021,https://www.irs.gov/pub/irs-pdf/f8718.pdf
Form 8725,Excise Tax on Greenmail,Dec 2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f8725.pdf
Instruction 8725,"Instructions for Form 8725, Excise Tax on Greenmail",Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i8725.pdf
Form 8752,Required Payments or Refund Under Section 7519,Dec 2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/f8752.pdf
Instruction 8752,"Instructions for Form 8752, Required Payment or Refund Under Section 7519",Dec 2025,01/15/2026,https://www.irs.gov/pub/irs-pdf/i8752.pdf
Form 8796-A,Request for Return/Information (Federal/State Tax Exchange Program - State and Local Government Use Only),Sep 2021,10/14/2021,https://www.irs.gov/pub/irs-pdf/f8796a.pdf
Form 8801,"Credit for Prior Year Minimum Tax - Individuals, Estates, and Trusts",2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/f8801.pdf
Instruction 8801,"Instructions for Form 8801, Credit for Prior Year Minimum Tax - Individuals, Estates, and Trusts",2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/i8801.pdf
Form 8802,Application for United States Residency Certification,Nov 2018,11/08/2018,https://www.irs.gov/pub/irs-pdf/f8802.pdf
Instruction 8802,"Instructions for Form 8802, Application for United States Residency Certification",Oct 2024,09/06/2024,https://www.irs.gov/pub/irs-pdf/i8802.pdf
Form 8804,Annual Return for Partnership Withholding Tax (Section 1446),Dec 2025,12/17/2025,https://www.irs.gov/pub/irs-pdf/f8804.pdf
"Instruction 8804, 8805 and 8813","Instructions for Forms 8804, 8805, and 8813",Jan 2026,01/16/2026,https://www.irs.gov/pub/irs-pdf/i8804.pdf
Form 8804-C,Certificate of Partner-Level Items to Reduce Section 1446 Withholding,Mar 2009,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8804c.pdf
Instruction 8804-C,"Instructions for Form 8804-C, Certificate of Partner-Level Items to Reduce Section 1446 Withholding",Nov 2012,02/28/2024,https://www.irs.gov/pub/irs-pdf/i8804c.pdf
Form 8804 (Schedule A),Penalty for Underpayment of Estimated Section 1446 Tax by Partnerships,2025,12/08/2025,https://www.irs.gov/pub/irs-pdf/f8804sa.pdf
Instruction 8804 (Schedule A),"Instructions for Schedule A (Form 8804), Penalty for Underpayment of Estimated Section 1446 Tax by Partnerships",2025,12/08/2025,https://www.irs.gov/pub/irs-pdf/i8804sa.pdf
Form 8804-W,Installment Payments of Section 1446 Tax for Partnerships,2026,11/24/2025,https://www.irs.gov/pub/irs-pdf/f8804w.pdf
Instruction 8804-W,"Instructions for Form 8804-W, Installment Payments of Section 1446 Tax for Partnerships",2026,11/13/2025,https://www.irs.gov/pub/irs-pdf/i8804w.pdf
Form 8805,Foreign Partner's Information Statement of Section 1446 Withholding tax,Nov 2019,11/08/2019,https://www.irs.gov/pub/irs-pdf/f8805.pdf
Form 8806,Information Return for Acquisition of Control or Substantial Change in Capital Structure,Oct 2016,07/26/2022,https://www.irs.gov/pub/irs-pdf/f8806.pdf
Form 8809,Application for Extension of Time to File Information Returns,Dec 2025,12/17/2025,https://www.irs.gov/pub/irs-pdf/f8809.pdf
Form 8809-EX,Request for Extension of Time To File an ExSTARS Information Return (For Form 720TO or Form 720CS),Jan 2014,01/21/2014,https://www.irs.gov/pub/irs-pdf/f8809ex.pdf
Form 8809-I,Application for Extension of Time to File FATCA Form 8966,Nov 2015,11/17/2015,https://www.irs.gov/pub/irs-pdf/f8809i.pdf
Instruction 8809-I,"Instructions for Form 8809-I, Application for Extension of Time to File FATCA Form 8966",Nov 2015,04/01/2016,https://www.irs.gov/pub/irs-pdf/i8809i.pdf
Form 8810,Corporate Passive Activity Loss and Credit Limitations,2025,11/20/2025,https://www.irs.gov/pub/irs-pdf/f8810.pdf
Instruction 8810,"Instructions for Form 8810, Corporate Passive Activity Loss and Credit Limitations",2025,11/20/2025,https://www.irs.gov/pub/irs-pdf/i8810.pdf
Form 8811,Information Return for Real Estate Mortgage Investment Conduits (REMICs) and Issuers of Collateralized Debt Obligations,Aug 2013,09/18/2013,https://www.irs.gov/pub/irs-pdf/f8811.pdf
Form 8813,Partnership Withholding Tax Payment Voucher (Section 1446),Dec 2008,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8813.pdf
Form 8814,Parents' Election To Report Child's Interest and Dividends,2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f8814.pdf
Instruction 8814,"Instructions for Form 8814, Parents' Election To Report Child's Interest and Dividends",2025,02/02/2026,https://www.irs.gov/pub/irs-pdf/i8814.pdf
Form 8815,Exclusion of Interest From Series EE and I U.S. Savings Bonds Issued After 1989,2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/f8815.pdf
Form 8818,Optional Form To Record Redemption of Series EE and I U.S. Savings Bonds Issued After 1989,Dec 2007,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8818.pdf
Form 8819,Dollar Election Under Section 985,Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f8819.pdf
Form 8820,Orphan Drug Credit,Sep 2018,09/27/2018,https://www.irs.gov/pub/irs-pdf/f8820.pdf
Form 8821,Tax Information Authorization,Jan 2021,01/22/2021,https://www.irs.gov/pub/irs-pdf/f8821.pdf
Instruction 8821,"Instructions for Form 8821, Tax Information Authorization",Sep 2021,09/02/2021,https://www.irs.gov/pub/irs-pdf/i8821.pdf
Form 8821-A,IRS Disclosure Authorization for Victims of Identity Theft,Oct 2021,10/26/2021,https://www.irs.gov/pub/irs-pdf/f8821a.pdf
Form 8822,Change of Address,Feb 2021,01/26/2021,https://www.irs.gov/pub/irs-pdf/f8822.pdf
Form 8822-B,Change of Address or Responsible Party - Business,Dec 2019,06/05/2020,https://www.irs.gov/pub/irs-pdf/f8822b.pdf
Form 8823,Low-Income Housing Credit Agencies Report of Noncompliance or Building Disposition,Jun 2023,08/31/2023,https://www.irs.gov/pub/irs-pdf/f8823.pdf
Form 8824,Like-Kind Exchanges,2025,11/05/2025,https://www.irs.gov/pub/irs-pdf/f8824.pdf
Instruction 8824,"Instructions for Form 8824, Like-Kind Exchanges",2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/i8824.pdf
Form 8825,Rental Real Estate Income and Expenses of a Partnership or an S Corporation,Dec 2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f8825.pdf
Instruction 8825,"Instructions for Form 8825 and Schedule A, Rental Real Estate Income and Expenses of a Partnership or an S Corporation",Dec 2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/i8825.pdf
Form 8825 (Schedule A),Rental Real Estate Other Deductions,Dec 2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/f8825sa.pdf
Form 8826,Disabled Access Credit,Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f8826.pdf
Form 8827,Credit for Prior Year Minimum Tax - Corporations,Dec 2024,01/08/2025,https://www.irs.gov/pub/irs-pdf/f8827.pdf
Form 8828,Recapture of Federal Mortgage Subsidy,Nov 2024,12/11/2024,https://www.irs.gov/pub/irs-pdf/f8828.pdf
Instruction 8828,"Instructions for Form 8828, Recapture of Federal Mortgage Subsidy",Nov 2024,01/22/2025,https://www.irs.gov/pub/irs-pdf/i8828.pdf
Form 8829,Expenses for Business Use of Your Home,2025,11/17/2025,https://www.irs.gov/pub/irs-pdf/f8829.pdf
Instruction 8829,"Instructions for Form 8829, Expenses for Business Use of Your Home",2025,03/05/2026,https://www.irs.gov/pub/irs-pdf/i8829.pdf
Form 8830,Enhanced Oil Recovery Credit,Mar 2022,03/23/2022,https://www.irs.gov/pub/irs-pdf/f8830.pdf
Form 8831,Excise Taxes on Excess Inclusions of REMIC Residual Interests,Apr 2018,03/13/2019,https://www.irs.gov/pub/irs-pdf/f8831.pdf
Form 8832,Entity Classification Election,Dec 2013,08/08/2022,https://www.irs.gov/pub/irs-pdf/f8832.pdf
Form 8833,Treaty-Based Return Position Disclosure Under Section 6114 or 7701(b),Dec 2022,11/30/2022,https://www.irs.gov/pub/irs-pdf/f8833.pdf
Form 8834,Qualified Electric Vehicle Credit,Oct 2024,11/04/2024,https://www.irs.gov/pub/irs-pdf/f8834.pdf
Form 8835,Renewable Electricity Production Credit,2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8835.pdf
Instruction 8835,"Instructions for Form 8835, Renewable Electricity Production Credit",2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i8835.pdf
Form 8838,Consent to Extend the Time to Assess Tax Under Section 367 - Gain Recognition Agreement,Dec 2012,11/08/2012,https://www.irs.gov/pub/irs-pdf/f8838.pdf
Form 8838-P,Consent to Extend the Time to Assess Tax Pursuant to the Gain Deferral Method (Section 721(c)),Oct 2021,11/16/2021,https://www.irs.gov/pub/irs-pdf/f8838p.pdf
Form 8839,Qualified Adoption Expenses,2025,12/17/2025,https://www.irs.gov/pub/irs-pdf/f8839.pdf
Instruction 8839,"Instructions for Form 8839, Qualified Adoption Expenses",2025,12/17/2025,https://www.irs.gov/pub/irs-pdf/i8839.pdf
Form 8840,Closer Connection Exception Statement for Aliens,2025,10/28/2025,https://www.irs.gov/pub/irs-pdf/f8840.pdf
Form 8842,Election to Use Different Annualization Periods for Corporation Estimated Tax,Oct 2021,11/02/2021,https://www.irs.gov/pub/irs-pdf/f8842.pdf
Form 8843,Statement for Exempt Individuals and Individuals With a Medical Condition,2025,11/03/2025,https://www.irs.gov/pub/irs-pdf/f8843.pdf
Form 8844,Empowerment Zone Employment Credit,Mar 2020,03/17/2020,https://www.irs.gov/pub/irs-pdf/f8844.pdf
Instruction 8844,"Instructions for Form 8844, Empowerment Zone Employment Credit",Dec 2021,12/08/2021,https://www.irs.gov/pub/irs-pdf/i8844.pdf
Form 8846,Credit for Employer Social Security and Medicare Taxes Paid on Certain Employee Tips,2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/f8846.pdf
Form 8848,Consent to Extend the Time to Assess the Branch Profits Tax Under Regulations Sections 1.884-2T(a) and (c),Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f8848.pdf
Form 8849,Claim for Refund of Excise Taxes,Aug 2014,08/21/2014,https://www.irs.gov/pub/irs-pdf/f8849.pdf
Form 8849 (Schedule 1),Nontaxable Use of Fuels,May 2020,06/01/2020,https://www.irs.gov/pub/irs-pdf/f8849s1.pdf
Form 8849 (Schedule 2),Sales by Registered Ultimate Vendors,Dec 2020,12/08/2020,https://www.irs.gov/pub/irs-pdf/f8849s2.pdf
Form 8849 (Schedule 3),Certain Fuel Mixtures and the Alternative Fuel Credit,Jan 2023,02/06/2023,https://www.irs.gov/pub/irs-pdf/f8849s3.pdf
Form 8849 (Schedule 5),Section 4081(e) Claims,Jan 2006,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8849s5.pdf
Form 8849 (Schedule 6),Other Claims,Aug 2013,09/19/2014,https://www.irs.gov/pub/irs-pdf/f8849s6.pdf
Instruction 8849 (Schedule 6),"Instructions for Schedule 6 (Form 8849), Other Claims",Oct 2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/i8849s6.pdf
Form 8849 (Schedule 8),Registered Credit Card Issuers,Oct 2006,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8849s8.pdf
Form 8851,Summary of Archer MSAs,Feb 2007,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8851.pdf
Form 8853,Archer MSAs and Long-Term Care Insurance Contracts,2025,12/19/2025,https://www.irs.gov/pub/irs-pdf/f8853.pdf
Instruction 8853,"Instructions for Form 8853, Archer MSAs and Long-Term Care Insurance Contracts",2025,12/18/2025,https://www.irs.gov/pub/irs-pdf/i8853.pdf
Form 8854,Initial and Annual Expatriation Information Statement,2025,12/01/2025,https://www.irs.gov/pub/irs-pdf/f8854.pdf
Instruction 8854,"Instructions for Form 8854, Initial and Annual Expatriation Statement",2025,12/01/2025,https://www.irs.gov/pub/irs-pdf/i8854.pdf
Form 8855,Election to Treat a Qualified Revocable Trust as Part of an Estate,Dec 2020,12/11/2020,https://www.irs.gov/pub/irs-pdf/f8855.pdf
Form 8857,Request for Innocent Spouse Relief,Jun 2021,07/30/2021,https://www.irs.gov/pub/irs-pdf/f8857.pdf
Instruction 8857,"Instructions for Form 8857, Request for Innocent Spouse Relief",Jun 2021,07/30/2021,https://www.irs.gov/pub/irs-pdf/i8857.pdf
Form 8858,Information Return of U.S. Persons With Respect to Foreign Disregarded Entities (FDEs) and Foreign Branches (FBs),Dec 2024,12/11/2024,https://www.irs.gov/pub/irs-pdf/f8858.pdf
Instruction 8858,"Instructions for Form 8858, Information Return of U.S. Persons With Respect To Foreign Disregarded Entities (FDEs) and Foreign Branches (FBs)",Dec 2024,12/09/2024,https://www.irs.gov/pub/irs-pdf/i8858.pdf
Form 8858 (Schedule M),Transactions Between Foreign Disregarded Entity (FDE) or Foreign Branch (FB) and the Filer or Other Related Entities,Sep 2021,09/30/2021,https://www.irs.gov/pub/irs-pdf/f8858sm.pdf
Form 8859,Carryforward of the District of Columbia First-Time Homebuyer Credit,2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/f8859.pdf
Form 8862,Information To Claim Certain Credits After Disallowance,Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f8862.pdf
Instruction 8862,"Instructions to Form 8862, Information To Claim Certain Credits After Disallowance",Dec 2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i8862.pdf
Form 8863,Education Credits (American Opportunity and Lifetime Learning Credits),2025,11/06/2025,https://www.irs.gov/pub/irs-pdf/f8863.pdf
Instruction 8863,"Instructions for Form 8863, Education Credits (American Opportunity and Lifetime Learning Credits)",2025,11/06/2025,https://www.irs.gov/pub/irs-pdf/i8863.pdf
Form 8864,"Biodiesel, Renewable Diesel, or Sustainable Aviation Fuels Credit",Dec 2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8864.pdf
Instruction 8864,"Instructions for Form 8864, Biodiesel, Renewable Diesel, or Sustainable Aviation Fuels Credit",Dec 2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i8864.pdf
Form 8865,Return of U.S. Persons With Respect to Certain Foreign Partnerships,2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f8865.pdf
Instruction 8865,"Instructions for Form 8865, Return of U.S. Persons With Respect to Certain Foreign Partnerships",2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/i8865.pdf
Form 8865 (Schedule G),Statement of Application of the Gain Deferral Method Under Section 721(c),Dec 2021,12/21/2021,https://www.irs.gov/pub/irs-pdf/f8865sg.pdf
Form 8865 (Schedule H),Acceleration Events and Exceptions Reporting Relating to Gain Deferral Method Under Section 721(c),Nov 2018,12/20/2018,https://www.irs.gov/pub/irs-pdf/f8865sh.pdf
Form 8865 (Schedule K-1),"Partner's Share of Income, Deductions, Credits, etc.",2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8865sk1.pdf
Form 8865 (Schedule K-2),Partners' Distributive Share Items - International,2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8865sk2.pdf
Instruction 8865 (Schedule K-2 & K-3),"Instructions for Schedules K-2 and K-3 (Form 8865), Partners' Distributive Share Items - International and Partner's Share of Income, Deductions, Credits, etc. - International",2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/i8865k23.pdf
Form 8865 (Schedule K-3),"Partner's Share of Income, Deductions, Credits, etc.-International",2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f8865sk3.pdf
Form 8865 (Schedule O),Transfer of Property to a Foreign Partnership (under section 6038B),Oct 2021,10/04/2021,https://www.irs.gov/pub/irs-pdf/f8865so.pdf
Form 8865 (Schedule P),"Acquisitions, Dispositions, and Changes of Interests in a Foreign Partnership (Under Section 6046A)",Dec 2019,05/13/2020,https://www.irs.gov/pub/irs-pdf/f8865sp.pdf
Form 8866,Interest Computation Under the Look-Back Method for Property Depreciated Under the Income Forecast Method,Dec 2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/f8866.pdf
Instruction 8866,"Instructions for Form 8866, Interest Computation Under the Look-Back Method for Property Depreciated Under the Income Forecast Method",Dec 2025,01/23/2026,https://www.irs.gov/pub/irs-pdf/i8866.pdf
Form 8867,Paid Preparer's Due Diligence Checklist,Nov 2024,11/12/2024,https://www.irs.gov/pub/irs-pdf/f8867.pdf
Instruction 8867,"Instructions for Form 8867, Paid Preparer's Due Diligence Checklist",Nov 2025,01/27/2026,https://www.irs.gov/pub/irs-pdf/i8867.pdf
Form 8868,Application for Extension of Time To File an Exempt Organization Return or Excise Taxes Related to Employee Benefit Plans,Jan 2025,12/30/2024,https://www.irs.gov/pub/irs-pdf/f8868.pdf
Instruction 8868,"Instructions for Form 8868, Application for Extension of Time to File an Exempt Organization Return or Excise Taxes Related to Employee Benefit Plans",Jan 2026,12/15/2025,https://www.irs.gov/pub/irs-pdf/i8868.pdf
Form 8869,Qualified Subchapter S Subsidiary Election,Dec 2020,12/08/2020,https://www.irs.gov/pub/irs-pdf/f8869.pdf
Instruction 8869,"Instructions for Form 8869, Qualified Subchapter S Subsidiary Election",Dec 2020,12/07/2020,https://www.irs.gov/pub/irs-pdf/i8869.pdf
Form 8870,Information Return for Transfers Associated With Certain Personal Benefit Contracts,Oct 2021,10/26/2021,https://www.irs.gov/pub/irs-pdf/f8870.pdf
Instruction 8871,"Instructions for Form 8871, Political Organization Notice of Section 527 Status",Feb 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/i8871.pdf
Form 8872,Political Organization Report of Contributions and Expenditures,Oct 2014,10/07/2014,https://www.irs.gov/pub/irs-pdf/f8872.pdf
Instruction 8872,"Instructions for Form 8872, Political Organization Report of Contributions and Expenditures",Oct 2020,10/22/2020,https://www.irs.gov/pub/irs-pdf/i8872.pdf
Form 8873,Extraterritorial Income Exclusion,Dec 2010,10/18/2012,https://www.irs.gov/pub/irs-pdf/f8873.pdf
Instruction 8873,"Instructions for Form 8873, Extraterritorial Income Exclusion",Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/i8873.pdf
Form 8874,New Markets Credit,Nov 2021,11/01/2021,https://www.irs.gov/pub/irs-pdf/f8874.pdf
Form 8874-A,Notice of Qualified Equity Investment for New Markets Credit,Dec 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8874a.pdf
Form 8874-B,Notice of Recapture Event for New Markets Credit,Dec 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8874b.pdf
Form 8875,Taxable REIT Subsidiary Election,Sep 2014,09/11/2014,https://www.irs.gov/pub/irs-pdf/f8875.pdf
Form 8876,Excise Tax on Structured Settlement Factoring Transactions,Dec 2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8876.pdf
Instruction 8876,"Instructions for Form 8876, Excise Tax on Structured Settlement Factoring Transactions",Dec 2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/i8876.pdf
Form 8878,IRS e-file Signature Authorization for Form 4868 or  Form 2350,2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f8878.pdf
Form 8878-A,IRS e-file Electronic Funds Withdrawal Authorization for Form 7004,Dec 2008,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8878a.pdf
Form 8879,IRS e-file Signature Authorization,Jan 2021,01/22/2021,https://www.irs.gov/pub/irs-pdf/f8879.pdf
Form 8879-C,IRS e-file Signature Authorization for Form 1120,2021,11/16/2021,https://www.irs.gov/pub/irs-pdf/f8879c.pdf
Form 8879-CORP,E-file Authorization for Corporations,Dec 2024,12/20/2024,https://www.irs.gov/pub/irs-pdf/f8879crp.pdf
Form 8879-EG,"E-file Authorization for Forms 709, 709-NA, 706, 706-A, 706-GS(D), 706-GS(T), 706-NA, and 706-QDT",Dec 2025,01/13/2026,https://www.irs.gov/pub/irs-pdf/f8879eg.pdf
Form 8879-EMP,"IRS e-file Signature Authorization for Forms 940, 940 (PR), 941, 941 (PR), 941-SS, 943, 943 (PR), 944, and 945",Dec 2024,12/11/2024,https://www.irs.gov/pub/irs-pdf/f8879emp.pdf
Form 8879-EX,"IRS e-file Signature Authorization for Forms 720, 2290, and 8849",Dec 2010,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8879ex.pdf
Form 8879-F,IRS e-file Signature Authorization for Form 1041,2025,10/30/2025,https://www.irs.gov/pub/irs-pdf/f8879f.pdf
Form 8879-PE,E-file Authorization for Form 1065,Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f8879pe.pdf
Form 8879-S,IRS e-file Signature Authorization for Form 1120-S,2021,01/03/2022,https://www.irs.gov/pub/irs-pdf/f8879s.pdf
Form 8879-TA,"IRS e-file Signature Authorization for Form 4547, Trump Account Election(s)",Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f8879ta.pdf
Form 8879-TE,IRS E-file Signature Authorization for a Tax-Exempt Entity,2025,02/13/2026,https://www.irs.gov/pub/irs-pdf/f8879te.pdf
Form 8879-WH,IRS e-file Signature Authorization for Form 1042,Dec 2022,01/06/2023,https://www.irs.gov/pub/irs-pdf/f8879wh.pdf
Form 8880,Credit for Qualified Retirement Savings Contributions,2025,03/05/2026,https://www.irs.gov/pub/irs-pdf/f8880.pdf
Form 8881,"Credits for Small Employer Pension Plan Startup Costs, Contributions, Auto-Enrollment, and Military Spouse Participation",Dec 2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/f8881.pdf
Instruction 8881,"Instructions for Form 8881, Credits for Small Employer Pension Plan Startup Costs, Contributions, Auto-Enrollment, and Military Spouse Participation",Dec 2025,01/15/2026,https://www.irs.gov/pub/irs-pdf/i8881.pdf
Form 8882,Credit for Employer-Provided Child Care Facilities and Services,Dec 2017,09/22/2017,https://www.irs.gov/pub/irs-pdf/f8882.pdf
Form 8883,Asset Allocation Statement Under Section 338,Oct 2017,10/31/2017,https://www.irs.gov/pub/irs-pdf/f8883.pdf
Instruction 8883,"Instructions for Form 8883, Asset Allocation Statement Under Section 338",Oct 2017,10/31/2017,https://www.irs.gov/pub/irs-pdf/i8883.pdf
Form 8885,Health Coverage Tax Credit,2021,09/14/2021,https://www.irs.gov/pub/irs-pdf/f8885.pdf
Instruction 8885,"Instructions for Form 8885, Health Coverage Tax Credit",2021,12/06/2021,https://www.irs.gov/pub/irs-pdf/i8885.pdf
Form 8886,Reportable Transaction Disclosure Statement,Dec 2019,12/18/2019,https://www.irs.gov/pub/irs-pdf/f8886.pdf
Instruction 8886,"Instructions for Form 8886, Reportable Transaction Disclosure Statement",Oct 2022,02/15/2023,https://www.irs.gov/pub/irs-pdf/i8886.pdf
Form 8886-T,Disclosure by Tax Exempt Entity Regarding Prohibited Tax Shelter Transaction,Dec 2019,01/28/2020,https://www.irs.gov/pub/irs-pdf/f8886t.pdf
Instruction 8886-T,"Instructions for Form 8886-T, Disclosure by Tax-Exempt Entity Regarding Prohibited Tax Shelter Transaction",Dec 2019,01/27/2020,https://www.irs.gov/pub/irs-pdf/i8886t.pdf
Form 8888,Allocation of Refund,Dec 2025,11/28/2025,https://www.irs.gov/pub/irs-pdf/f8888.pdf
Form 8889,Health Savings Accounts (HSAs),2025,12/05/2025,https://www.irs.gov/pub/irs-pdf/f8889.pdf
Instruction 8889,"Instructions for Form 8889, Health Savings Accounts (HSAs)",2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/i8889.pdf
Form 8892,Application for Automatic Extension of Time To File Form 709 or Form 709-NA and/or Payment of Gift/Generation-Skipping Transfer Tax,Dec 2024,01/30/2025,https://www.irs.gov/pub/irs-pdf/f8892.pdf
Instruction 8892,"Instructions for Form 8892, Application for Automatic Extension of Time to File Form 709 or Form 709-NA and/or Payment of Gift/Generation-Skipping Transfer Tax",Dec 2024,03/04/2025,https://www.irs.gov/pub/irs-pdf/i8892.pdf
Form 8896,Low Sulfur Diesel Fuel Production Credit,Dec 2019,12/04/2019,https://www.irs.gov/pub/irs-pdf/f8896.pdf
Form 8898,Statement for Individuals Who Begin or End Bona Fide Residence in a U.S. Territory,Oct 2024,10/17/2024,https://www.irs.gov/pub/irs-pdf/f8898.pdf
Instruction 8898,"Instructions for Form 8898, Statement for Individuals Who Begin or End Bona Fide Residence in a U.S. Territory",Oct 2024,10/28/2024,https://www.irs.gov/pub/irs-pdf/i8898.pdf
Form 8899,Notification of Income from Donated Intellectual Property,Dec 2021,12/07/2021,https://www.irs.gov/pub/irs-pdf/f8899.pdf
Form 8900,Qualified Railroad Track Maintenance Credit,2023,12/08/2023,https://www.irs.gov/pub/irs-pdf/f8900.pdf
Instruction 8900,"Instructions for Form 8900, Qualified Railroad Track Maintenance Credit",Dec 2023,12/12/2023,https://www.irs.gov/pub/irs-pdf/i8900.pdf
Form 8902,Alternative Tax on Qualifying Shipping Activities,Apr 2018,04/13/2018,https://www.irs.gov/pub/irs-pdf/f8902.pdf
Instruction 8902,"Instructions for Form 8902, Alternative Tax on Qualifying Shipping Activities",Apr 2018,04/13/2018,https://www.irs.gov/pub/irs-pdf/i8902.pdf
Form 8903,Domestic Production Activities Deduction,Dec 2018,01/08/2019,https://www.irs.gov/pub/irs-pdf/f8903.pdf
Instruction 8903,"Instructions for Form 8903, Domestic Production Activities Deduction",Dec 2019,01/07/2020,https://www.irs.gov/pub/irs-pdf/i8903.pdf
Form 8904,Credit for Oil and Gas Production from Marginal Wells,Oct 2024,10/03/2024,https://www.irs.gov/pub/irs-pdf/f8904.pdf
Instruction 8904,"Instructions for Form 8904, Credit for Oil and Gas Production From Marginal Wells",Nov 2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/i8904.pdf
Form 8905,Certification of Intent to Adopt a Pre-Approved Plan,Jan 2012,07/17/2012,https://www.irs.gov/pub/irs-pdf/f8905.pdf
Form 8906,Distilled Spirits Credit,2025,11/03/2025,https://www.irs.gov/pub/irs-pdf/f8906.pdf
